18:44:18:537	0	0	0	0	0	0	0	100	0	0	-0.1201307	-0.4402329	-56.58049	
18:44:18:724	0	0	0	-0.0530711	2.887629	0	3	100	0	6453	-0.100848	-0.4422101	-56.63128	
18:44:18:930	0	0	0	-0.0530711	2.887629	0	3	100	0	6453	-0.09374971	-0.4370646	-56.68029	
18:44:19:126	0	0	0	-0.0530711	2.887629	0	3	100	0	6453	-0.09605295	-0.4376328	-56.72733	
18:44:19:335	0	0	0	-0.0530711	2.887629	0	3	100	0	6453	-0.08984493	-0.4292716	-56.78558	
18:44:19:527	0	0	0	-0.0530711	2.887629	0	3	100	0	6453	-0.102738	-0.430766	-56.81337	
18:44:19:727	0	0	0	0.6433125	59.31482	0	3	100	0	6453	-0.1020691	-0.4248581	-56.85977	
18:44:19:927	0	0	0	0.6433125	59.31482	0	3	100	0	6453	-0.1088825	-0.428421	-56.88564	
18:44:20:129	0	0	0	0.6433125	59.31482	0	3	100	0	6453	-0.1101322	-0.4138016	-56.90552	
18:44:20:329	0	0	0	0.6433125	59.31482	0	3	100	0	6453	-0.1177001	-0.4366796	-56.94071	
18:44:20:552	0	0	0	0.6433125	59.31482	0	3	100	0	6453	-0.1113369	-0.4446144	-56.97039	
18:44:20:839	0	0	0	0.715842	54.89956	0	3	100	0	6453	-0.1129396	-0.4409123	-56.98636	
18:44:20:932	0	0	0	0.715842	54.89956	0	3	100	0	6453	-0.1103618	-0.4212694	-57.01017	
18:44:21:129	0	0	0	0.715842	54.89956	0	3	100	0	6453	-0.106433	-0.4178593	-57.0329	
18:44:21:329	0	0	0	0.715842	54.89956	0	3	100	0	6453	-0.1126363	-0.4245209	-57.06109	
18:44:21:530	0	0	0	0.715842	54.89956	0	3	100	0	6453	-0.1120181	-0.433786	-57.08905	
18:44:21:730	0	0	0	0.5068789	40.80704	0	3	100	0	6453	-0.1120669	-0.4181408	-57.10691	
18:44:21:938	0	0	0	0.5068789	40.80704	0	3	100	0	6453	-0.1119349	-0.4104545	-57.11216	
18:44:22:130	0	0	0	0.5068789	40.80704	0	3	100	0	6453	-0.1109628	-0.409209	-57.14097	
18:44:22:333	0	0	0	0.5068789	40.80704	0	3	100	0	6453	-0.109568	-0.4107479	-57.14165	
18:44:22:533	0	0	0	0.5068789	40.80704	0	3	100	0	6453	-0.09817091	-0.4163071	-57.14883	
18:44:22:733	0	0	0	0.2261256	28.15704	0	3	100	0	6453	-0.08966309	-0.3808476	-57.15842	
18:44:22:934	0	0	0	0.2261256	28.15704	0	3	100	0	6453	-0.07995491	-0.3607447	-57.15149	
18:44:23:134	0	0	0	0.2261256	28.15704	0	3	100	0	6453	-0.08025724	-0.3294324	-57.15553	
18:44:23:336	0	0	0	0.2261256	28.15704	0	3	100	0	6453	-0.07018666	-0.3146583	-57.16272	
18:44:23:537	0	0	0	0.2261256	28.15704	0	3	100	0	6453	-0.06468775	-0.3009145	-57.16255	
18:44:23:739	0	0	0	0.3746412	39.61086	0	3	100	0	6453	-0.06530913	-0.2892244	-57.16914	
18:44:23:940	0	0	0	0.3746412	39.61086	0	3	100	0	6453	-0.07532556	-0.3022757	-57.17217	
18:44:24:140	0	0	0	0.3746412	39.61086	0	3	100	0	6453	-0.09089845	-0.3134151	-57.18407	
18:44:24:339	0	0	0	0.3746412	39.61086	0	3	100	0	6453	-0.09411955	-0.3041503	-57.20446	
18:44:24:537	0	0	0	0.3746412	39.61086	0	3	100	0	6453	-0.0988202	-0.2972417	-57.21795	
18:44:24:741	0	0	0	0.6640387	49.88464	0	3	100	0	6453	-0.09787381	-0.2823979	-57.21562	
18:44:24:942	0	0	0	0.6640387	49.88464	0	3	100	0	6453	-0.09982248	-0.2664475	-57.19759	
18:44:25:139	0	0	0	0.6640387	49.88464	0	3	100	0	6453	-0.1032142	-0.2585225	-57.20039	
18:44:25:342	0	0	0	0.6640387	49.88464	0	3	100	0	6453	-0.1072147	-0.2499956	-57.18822	
18:44:25:546	0	0	0	0.6640387	49.88464	0	3	100	0	6453	-0.1091899	-0.2297014	-57.17204	
18:44:25:744	0	0	0	0.5983614	40.09975	0	3	100	0	6453	-0.1006966	-0.2257288	-57.17912	
18:44:25:945	0	0	0	0.5983614	40.09975	0	3	100	0	6453	-0.1053053	-0.2242653	-57.15338	
18:44:26:146	0	0	0	0.5983614	40.09975	0	3	100	0	6453	-0.1027061	-0.2214925	-57.13598	
18:44:26:346	0	0	0	0.5983614	40.09975	0	3	100	0	6453	-0.1058828	-0.2425245	-57.12947	
18:44:26:547	0	0	0	0.5983614	40.09975	0	3	100	0	6453	-0.09930824	-0.254928	-57.11459	
18:44:26:748	0	0	0	0.5100783	33.32346	0	3	100	0	6453	-0.09997953	-0.262464	-57.11113	
18:44:26:944	0	0	0	0.5100783	33.32346	0	3	100	0	6453	-0.09672872	-0.263933	-57.09063	
18:44:27:145	0	0	0	0.5100783	33.32346	0	3	100	0	6453	-0.08902171	-0.2379776	-57.10962	
18:44:27:350	0	0	0	0.5100783	33.32346	0	3	100	0	6453	-0.08820368	-0.2181789	-57.10216	
18:44:27:551	0	0	0	0.5100783	33.32346	0	3	100	0	6453	-0.08846191	-0.2116186	-57.10354	
18:44:27:747	0	0	0	0.3009934	22.14948	0	3	100	0	6453	-0.09493288	-0.2221128	-57.10543	
18:44:27:952	0	0	0	0.3009934	22.14948	0	3	100	0	6453	-0.1016999	-0.2283304	-57.10896	
18:44:28:154	0	0	0	0.3009934	22.14948	0	3	100	0	6453	-0.1114212	-0.2384125	-57.11179	
18:44:28:354	0	0	0	0.3009934	22.14948	0	3	100	0	6453	-0.1248269	-0.252663	-57.10755	
18:44:28:554	0	0	0	0.3009934	22.14948	0	3	100	0	6453	-0.1432291	-0.2705613	-57.10586	
18:44:28:754	0	0	0	0.2750121	23.02764	0	3	100	0	6453	-0.1430851	-0.2550471	-57.10176	
18:44:28:955	0	0	0	0.2750121	23.02764	0	3	100	0	6453	-0.1346709	-0.2618211	-57.11116	
18:44:29:152	0	0	0	0.2750121	23.02764	0	3	100	0	6453	-0.1306875	-0.2552786	-57.12919	
18:44:29:357	0	0	0	0.2750121	23.02764	0	3	100	0	6453	-0.1229027	-0.2475503	-57.12889	
18:44:29:557	0	0	0	0.2750121	23.02764	0	3	100	0	6453	-0.1277386	-0.2539131	-57.1306	
18:44:29:757	0	0	0	0.2012308	20.72515	0	3	100	0	6453	-0.1353146	-0.2536617	-57.12841	
18:44:29:961	0	0	0	0.2012308	20.72515	0	3	100	0	6453	-0.1367768	-0.2478601	-57.12435	
18:44:30:161	0	0	0	0.2012308	20.72515	0	3	100	0	6453	-0.1131037	-0.3017839	-56.99612	
18:44:30:361	0	0	0	0.2012308	20.72515	0	3	100	0	6453	13.81857	-0.6082836	-60.58261	
18:44:30:563	0	0	0	0.2012308	20.72515	0	3	100	0	6453	9.300185	-1.210572	-59.52294	
18:44:30:761	0	0	0	0.2049956	29.6915	0	3	100	0	6453	-5.780473	-1.029027	-57.52825	
18:44:30:966	0	0	0	0.2049956	29.6915	0	3	100	0	6453	-13.28609	-3.864585	-56.0647	
18:44:31:163	0	0	0	0.2049956	29.6915	0	3	100	0	6453	-0.9323192	0.4797722	-57.7881	
