10:36:28:170	0	0	0	0	0	0	0	100	0	0	0.3381081	0.06971915	75.67491	
10:36:28:373	0	0	0	0	0	0	0	100	0	0	0.3728607	0.06798205	75.78735	
10:36:28:576	0	0	0	0.2234813	9.396072	0	3	100	0	6453	0.3648606	0.03957022	75.75143	
10:36:28:779	0	0	0	0.2234813	9.396072	0	3	100	0	6453	0.3027632	0.02376899	75.68069	
10:36:28:982	0	0	0	0.2234813	9.396072	0	3	100	0	6453	0.2808459	0.04030396	75.84454	
10:36:29:185	0	0	0	0.2234813	9.396072	0	3	100	0	6453	0.2552293	0.03930907	75.93739	
10:36:29:390	0	0	0	0.2234813	9.396072	0	3	100	0	6453	0.3125672	0.005255496	75.94812	
10:36:29:584	0	0	0	1.345801	73.93881	0	3	100	0	6453	0.2829591	0.04177516	75.94886	
10:36:29:780	0	0	0	1.345801	73.93881	0	3	100	0	6453	0.3192706	0.04200186	75.93488	
10:36:29:983	0	0	0	1.345801	73.93881	0	3	100	0	6453	0.3339734	0.06261715	76.09905	
10:36:30:184	0	0	0	1.345801	73.93881	0	3	100	0	6453	0.3183062	0.09683176	76.18071	
10:36:30:390	0	0	0	1.345801	73.93881	0	3	100	0	6453	0.3285339	0.1074407	76.19865	
10:36:30:593	0	0	0	1.25082	60.64123	0	3	100	0	6453	0.3109861	0.1307561	76.17891	
10:36:30:780	0	0	0	1.25082	60.64123	0	3	100	0	6453	0.3075741	0.1473838	76.11758	
10:36:30:983	0	0	0	1.25082	60.64123	0	3	100	0	6453	-11.71851	-0.4349366	74.24723	
10:36:31:184	0	0	0	1.25082	60.64123	0	3	100	0	6453	-8.447201	-2.13325	73.36511	
10:36:31:390	0	0	0	1.25082	60.64123	0	3	100	0	6453	14.75979	-8.331552	75.08502	
10:36:31:593	0	0	0	1.18099	68.19318	0	3	100	0	6453	-37.82163	0.1302927	72.5526	
10:36:31:807	0	0	0	1.18099	68.19318	0	3	100	0	6453	-11.99868	0.584222	70.98222	
10:36:31:996	0	0	0	1.18099	68.19318	0	3	100	0	6453	-19.24148	2.166308	83.57716	
10:36:32:184	0	0	0	1.18099	68.19318	0	3	100	0	6453	-34.64649	16.20055	89.96928	
10:36:32:385	0	0	0	1.18099	68.19318	0	3	100	0	6453	-10.18479	5.924674	82.20061	
10:36:32:593	0	0	0	0.7346853	18.28667	0	3	100	0	6453	-4.68175	3.137734	79.81168	
10:36:32:797	0	0	0	0.7346853	18.28667	0	3	100	0	6453	-7.308213	0.3843379	78.94292	
10:36:32:984	0	0	0	0.7346853	18.28667	0	3	100	0	6453	-6.728268	-1.167457	78.72087	
10:36:33:201	0	0	0	0.7346853	18.28667	0	3	100	0	6453	-6.882484	-0.2656544	80.22538	
10:36:33:401	0	0	0	0.7346853	18.28667	0	3	100	0	6453	-7.195802	-1.082811	80.73226	
10:36:33:592	0	0	0	0.6181251	24.71909	0	3	100	0	6453	-6.326099	-1.740189	80.91245	
10:36:33:796	0	0	0	0.6181251	24.71909	0	3	100	0	6453	-5.196087	-1.953829	80.73218	
10:36:33:998	0	0	0	0.6181251	24.71909	0	3	100	0	6453	-3.923773	-3.594206	80.38165	
10:36:34:200	0	0	0	0.6181251	24.71909	0	3	100	0	6453	-2.979305	-4.708938	80.20068	
10:36:34:390	0	0	0	0.6181251	24.71909	0	3	100	0	6453	1.119493	-0.5733212	83.7989	
10:36:34:599	0	0	0	0.6430652	28.82773	0	3	100	0	6453	0.7958031	0.1476447	83.62737	
10:36:34:795	0	0	0	0.6430652	28.82773	0	3	100	0	6453	0.7260318	0.1692452	83.47848	
10:36:34:993	0	0	0	0.6430652	28.82773	0	3	100	0	6453	0.6871817	0.1468978	83.22141	
10:36:35:205	0	0	0	0.6430652	28.82773	0	3	100	0	6453	0.6110755	0.1915603	83.08759	
10:36:35:406	0	0	0	0.6430652	28.82773	0	3	100	0	6453	0.6005254	0.2132636	82.97105	
10:36:35:592	0	0	0	0.556218	30.26588	0	3	100	0	6453	0.5831768	0.2146888	82.85788	
10:36:35:798	0	0	0	0.556218	30.26588	0	3	100	0	6453	0.5696855	0.2293148	82.72608	
10:36:36:1	0	0	0	0.556218	30.26588	0	3	100	0	6453	0.5566427	0.2437565	82.5872	
10:36:36:201	0	0	0	0.556218	30.26588	0	3	100	0	6453	0.5263851	0.2447269	82.44283	
10:36:36:407	0	0	0	0.556218	30.26588	0	3	100	0	6453	0.5078297	0.2644097	82.32231	
10:36:36:608	0	0	0	0.5538355	33.36975	0	3	100	0	6453	0.4756464	0.284893	82.19947	
10:36:36:813	0	0	0	0.5538355	33.36975	0	3	100	0	6453	0.4525364	0.2796277	82.07438	
10:36:37:0	0	0	0	0.5538355	33.36975	0	3	100	0	6453	0.451865	0.300482	81.95471	
10:36:37:215	0	0	0	0.5538355	33.36975	0	3	100	0	6453	0.4456371	0.3152598	81.84377	
