Date	Latitude(deg)	Longitude(deg)	hamsl(m)	hafl(m)	climbrate(cm/s)	GroundSpeed(m/s)	Airspeed(m/s)	Mav_Link(%)	Rssi_Link(%)	Throttle	Roll(deg)	Pitch(deg)	Yaw(deg)	Rollrate(dps)	Pitchrate(dps)	Yawrate(dps)	accelX(m/s/s)	accelY(m/s/s)	accelZ(m/s/s)	vgN(mps)	vgE(mps)	vgD(mps)	Aileron(unit)	Elevator(unit)	Rudder(unit)	Throttle(unit)
17:57:28:457	47.01304	-121.5891	1448.751	1448.751	0	0	0	0	0	0	72.61417	-68.46702	-110.9091	-261.8251	-119.2581	-44.34375	-463.6565	-586.9177	-823.6546	1.881548	2.814691	24.72902	-3	-3	-3	0	
17:57:28:461	47.01304	-121.5891	1448.751	1448.751	0	0	0	0	0	0	72.61417	-68.46702	-110.9091	-261.8251	-119.2581	-44.34375	-463.6565	-586.9177	-823.6546	1.881548	2.814691	24.72902	-3	-3	-3	0	
17:57:28:482	47.01304	-121.5891	1448.751	1448.751	0	0	0	0	0	0	72.61417	-68.46702	-110.9091	-261.8251	-119.2581	-44.34375	-463.6565	-586.9177	-823.6546	1.881548	2.814691	24.72902	-3	-3	-3	0	
17:57:28:500	47.01304	-121.5891	1448.751	1448.751	0	0	0	0	0	0	72.61417	-68.46702	-110.9091	-261.8251	-119.2581	-44.34375	-463.6565	-586.9177	-823.6546	1.881548	2.814691	24.72902	-3	-3	-3	0	
17:57:28:522	47.01304	-121.5891	1448.751	1448.751	0	0	0	0	0	0	72.61417	-68.46702	-110.9091	-261.8251	-119.2581	-44.34375	-463.6565	-586.9177	-823.6546	1.881548	2.814691	24.72902	-3	-3	-3	0	
17:57:28:562	47.01304	-121.5891	1448.751	1448.751	0	0	0	0	0	0	77.28623	-65.50161	-145.1871	-269.9807	-125.5826	-61.28182	-474.8955	-641.1876	-1110.564	1.881548	2.814691	24.72902	-3	-3	-3	0	
17:57:28:581	47.01304	-121.5891	1446.525	1446.525	0	0	0	0	0	0	77.28623	-65.50161	-145.1871	-269.9807	-125.5826	-61.28182	-474.8955	-641.1876	-1110.564	2.920834	2.963435	24.99647	-3	-3	-3	0	
17:57:28:596	47.01304	-121.5891	1446.525	1446.525	0	0	0	0	0	0	77.28623	-65.50161	-145.1871	-269.9807	-125.5826	-61.28182	-474.8955	-641.1876	-1110.564	2.920834	2.963435	24.99647	-3	-3	-3	0	
17:57:28:622	47.01304	-121.5891	1446.525	1446.525	0	0	0	0	0	0	77.28623	-65.50161	-145.1871	-269.9807	-125.5826	-61.28182	-474.8955	-641.1876	-1110.564	2.920834	2.963435	24.99647	-3	-3	-3	0	
17:57:28:684	47.01304	-121.5891	1446.525	1446.525	0	0	0	0	0	0	76.37562	-60.47299	-175.5219	-280.1433	-126.6309	-75.71597	-412.8311	-816.0482	-1888.654	2.920834	2.963435	24.99647	-3	-3	-3	0	
17:57:28:699	47.01304	-121.5891	1446.525	1446.525	0	0	0	0	0	0	76.37562	-60.47299	-175.5219	-280.1433	-126.6309	-75.71597	-412.8311	-816.0482	-1888.654	2.920834	2.963435	24.99647	-3	-3	-3	0	
17:57:28:724	47.01304	-121.5891	1446.525	1446.525	0	0	0	0	0	0	76.37562	-60.47299	-175.5219	-280.1433	-126.6309	-75.71597	-412.8311	-816.0482	-1888.654	2.920834	2.963435	24.99647	-3	-3	-3	0	
17:57:28:765	47.01304	-121.5891	1446.525	1446.525	0	0	0	0	0	0	76.37562	-60.47299	-175.5219	-280.1433	-126.6309	-75.71597	-412.8311	-816.0482	-1888.654	2.920834	2.963435	24.99647	-3	-3	-3	0	
17:57:28:800	47.01305	-121.5891	1442.091	1442.091	0	0	0	0	0	0	76.37562	-60.47299	-175.5219	-280.1433	-126.6309	-75.71597	-412.8311	-816.0482	-1888.654	4.228025	1.833408	25.50006	-3	-3	-3	0	
17:57:28:832	47.01305	-121.5891	1442.091	1442.091	0	0	0	0	0	0	69.70411	-55.52888	157.8203	-296.9654	-126.0186	-80.65254	-249.2906	-1029.869	-2903.648	4.228025	1.833408	25.50006	-3	-3	-3	0	
17:57:28:863	47.01305	-121.5891	1442.091	1442.091	0	0	0	0	0	0	69.70411	-55.52888	157.8203	-296.9654	-126.0186	-80.65254	-249.2906	-1029.869	-2903.648	4.228025	1.833408	25.50006	-3	-3	-3	0	
17:57:28:903	47.01305	-121.5891	1442.091	1442.091	0	0	0	0	0	0	69.70411	-55.52888	157.8203	-296.9654	-126.0186	-80.65254	-249.2906	-1029.869	-2903.648	4.228025	1.833408	25.50006	-3	-3	-3	0	
17:57:28:922	47.01305	-121.5891	1442.091	1442.091	0	0	0	0	0	0	69.70411	-55.52888	157.8203	-296.9654	-126.0186	-80.65254	-249.2906	-1029.869	-2903.648	4.228025	1.833408	25.50006	-3	-3	-3	0	
17:57:28:963	47.01305	-121.5891	1442.091	1442.091	0	0	0	0	0	0	69.70411	-55.52888	157.8203	-296.9654	-126.0186	-80.65254	-249.2906	-1029.869	-2903.648	4.228025	1.833408	25.50006	-3	-3	-3	0	
17:57:29:41	47.01305	-121.5891	1439.723	1439.723	0	0	0	0	0	0	50.30154	-52.59406	131.9676	-501.2678	-130.9891	-95.15413	-35.81741	-1128.883	-3203.24	4.537817	0.3424734	25.63014	-3	-3	-3	0	
17:57:29:61	47.01305	-121.5891	1439.723	1439.723	0	0	0	0	0	0	50.30154	-52.59406	131.9676	-501.2678	-130.9891	-95.15413	-35.81741	-1128.883	-3203.24	4.537817	0.3424734	25.63014	-3	-3	-3	0	
17:57:29:65	47.01305	-121.5891	1439.723	1439.723	0	0	0	0	0	0	50.30154	-52.59406	131.9676	-501.2678	-130.9891	-95.15413	-35.81741	-1128.883	-3203.24	4.537817	0.3424734	25.63014	-3	-3	-3	0	
17:57:29:106	47.01305	-121.5891	1439.723	1439.723	0	0	0	0	0	0	50.30154	-52.59406	131.9676	-501.2678	-130.9891	-95.15413	-35.81741	-1128.883	-3203.24	4.537817	0.3424734	25.63014	-3	-3	-3	0	
17:57:29:126	47.01305	-121.5891	1439.723	1439.723	0	0	0	0	0	0	50.30154	-52.59406	131.9676	-501.2678	-130.9891	-95.15413	-35.81741	-1128.883	-3203.24	4.537817	0.3424734	25.63014	-3	-3	-3	0	
17:57:29:208	47.01305	-121.5891	1439.723	1439.723	0	0	0	0	0	0	17.04176	-53.86997	102.5361	-558.5619	-110.9277	-146.9416	714.0328	-819.4077	-4215.161	4.537817	0.3424734	25.63014	-3	-3	-3	0	
17:57:29:214	47.01305	-121.5891	1439.723	1439.723	0	0	0	0	0	0	17.04176	-53.86997	102.5361	-558.5619	-110.9277	-146.9416	714.0328	-819.4077	-4215.161	4.537817	0.3424734	25.63014	-3	-3	-3	0	
17:57:29:224	47.01305	-121.5891	1439.723	1439.723	0	0	0	0	0	0	17.04176	-53.86997	102.5361	-558.5619	-110.9277	-146.9416	714.0328	-819.4077	-4215.161	4.537817	0.3424734	25.63014	-3	-3	-3	0	
17:57:29:265	47.01306	-121.5891	1434.687	1434.687	0	0	0	0	0	0	17.04176	-53.86997	102.5361	-558.5619	-110.9277	-146.9416	714.0328	-819.4077	-4215.161	1.574907	-3.807234	25.03344	-3	-3	-3	0	
17:57:29:309	47.01306	-121.5891	1434.687	1434.687	0	0	0	0	0	0	-11.49265	-59.10908	68.9885	-558.5619	-60.70606	-185.904	747.928	-206.2593	-4495.966	1.574907	-3.807234	25.03344	-3	-3	-3	0	
17:57:29:331	47.01306	-121.5891	1434.687	1434.687	0	0	0	0	0	0	-11.49265	-59.10908	68.9885	-558.5619	-60.70606	-185.904	747.928	-206.2593	-4495.966	1.574907	-3.807234	25.03344	-3	-3	-3	0	
17:57:29:386	47.01306	-121.5891	1434.687	1434.687	0	0	0	0	0	0	-11.49265	-59.10908	68.9885	-558.5619	-60.70606	-185.904	747.928	-206.2593	-4495.966	1.574907	-3.807234	25.03344	-3	-3	-3	0	
17:57:29:405	47.01306	-121.5891	1434.687	1434.687	0	0	0	0	0	0	-11.49265	-59.10908	68.9885	-558.5619	-60.70606	-185.904	747.928	-206.2593	-4495.966	1.574907	-3.807234	25.03344	-3	-3	-3	0	
17:57:29:430	47.01306	-121.5891	1434.687	1434.687	0	0	0	0	0	0	-33.31516	-66.97829	30.34241	-558.5619	-9.430628	-185.3394	296.9379	47.11071	-4155.153	1.574907	-3.807234	25.03344	-3	-3	-3	0	
17:57:29:469	47.01306	-121.5891	1431.987	1431.987	0	0	0	0	0	0	-33.31516	-66.97829	30.34241	-558.5619	-9.430628	-185.3394	296.9379	47.11071	-4155.153	-1.693914	-2.926596	24.17228	-3	-3	-3	0	
17:57:29:473	47.01306	-121.5891	1431.987	1431.987	0	0	0	0	0	0	-33.31516	-66.97829	30.34241	-558.5619	-9.430628	-185.3394	296.9379	47.11071	-4155.153	-1.693914	-2.926596	24.17228	-3	-3	-3	0	
17:57:29:506	47.01306	-121.5891	1431.987	1431.987	0	0	0	0	0	0	-33.31516	-66.97829	30.34241	-558.5619	-9.430628	-185.3394	296.9379	47.11071	-4155.153	-1.693914	-2.926596	24.17228	-3	-3	-3	0	
17:57:29:527	47.01306	-121.5891	1431.987	1431.987	0	0	0	0	0	0	-33.31516	-66.97829	30.34241	-558.5619	-9.430628	-185.3394	296.9379	47.11071	-4155.153	-1.693914	-2.926596	24.17228	-3	-3	-3	0	
17:57:29:590	47.01306	-121.5891	1431.987	1431.987	0	0	0	0	0	0	-45.15134	-75.09657	-15.05322	-520.7081	23.11623	-149.3749	96.69557	65.83675	-3408.988	-1.693914	-2.926596	24.17228	-3	-3	-3	0	
17:57:29:611	47.01306	-121.5891	1431.987	1431.987	0	0	0	0	0	0	-45.15134	-75.09657	-15.05322	-520.7081	23.11623	-149.3749	96.69557	65.83675	-3408.988	-1.693914	-2.926596	24.17228	-3	-3	-3	0	
17:57:29:630	47.01306	-121.5891	1431.987	1431.987	0	0	0	0	0	0	-45.15134	-75.09657	-15.05322	-520.7081	23.11623	-149.3749	96.69557	65.83675	-3408.988	-1.693914	-2.926596	24.17228	-3	-3	-3	0	
17:57:29:672	47.01305	-121.5891	1427.202	1427.202	0	0	0	0	0	0	-45.15134	-75.09657	-15.05322	-520.7081	23.11623	-149.3749	96.69557	65.83675	-3408.988	-0.6039934	3.838096	22.82667	-3	-3	-3	0	
17:57:29:695	47.01305	-121.5891	1427.202	1427.202	0	0	0	0	0	0	-36.94127	-80.45358	-68.21289	-373.888	19.03002	-100.1701	61.12024	-37.24831	-3586.262	-0.6039934	3.838096	22.82667	-3	-3	-3	0	
17:57:29:707	47.01305	-121.5891	1427.202	1427.202	0	0	0	0	0	0	-36.94127	-80.45358	-68.21289	-373.888	19.03002	-100.1701	61.12024	-37.24831	-3586.262	-0.6039934	3.838096	22.82667	-3	-3	-3	0	
17:57:29:731	47.01305	-121.5891	1427.202	1427.202	0	0	0	0	0	0	-36.94127	-80.45358	-68.21289	-373.888	19.03002	-100.1701	61.12024	-37.24831	-3586.262	-0.6039934	3.838096	22.82667	-3	-3	-3	0	
17:57:29:781	47.01305	-121.5891	1427.202	1427.202	0	0	0	0	0	0	-36.94127	-80.45358	-68.21289	-373.888	19.03002	-100.1701	61.12024	-37.24831	-3586.262	-0.6039934	3.838096	22.82667	-3	-3	-3	0	
17:57:29:789	47.01305	-121.5891	1427.202	1427.202	0	0	0	0	0	0	-36.94127	-80.45358	-68.21289	-373.888	19.03002	-100.1701	61.12024	-37.24831	-3586.262	-0.6039934	3.838096	22.82667	-3	-3	-3	0	
17:57:29:814	47.01305	-121.5891	1427.202	1427.202	0	0	0	0	0	0	-36.94127	-80.45358	-68.21289	-373.888	19.03002	-100.1701	61.12024	-37.24831	-3586.262	-0.6039934	3.838096	22.82667	-3	-3	-3	0	
17:57:29:829	47.01305	-121.5891	1427.202	1427.202	0	0	0	0	0	0	-36.94127	-80.45358	-68.21289	-373.888	19.03002	-100.1701	61.12024	-37.24831	-3586.262	-0.6039934	3.838096	22.82667	-3	-3	-3	0	
17:57:29:891	47.01305	-121.5891	1425.213	1425.213	0	0	0	0	0	0	-12.94735	-83.93162	-120.3951	-242.8574	-19.77824	-67.71811	-201.772	-165.9383	-2850.462	2.732654	3.518474	22.973	-3	-3	-3	0	
17:57:29:908	47.01305	-121.5891	1425.213	1425.213	0	0	0	0	0	0	-12.94735	-83.93162	-120.3951	-242.8574	-19.77824	-67.71811	-201.772	-165.9383	-2850.462	2.732654	3.518474	22.973	-3	-3	-3	0	
17:57:29:936	47.01305	-121.5891	1425.213	1425.213	0	0	0	0	0	0	-12.94735	-83.93162	-120.3951	-242.8574	-19.77824	-67.71811	-201.772	-165.9383	-2850.462	2.732654	3.518474	22.973	-3	-3	-3	0	
17:57:29:979	47.01305	-121.5891	1425.213	1425.213	0	0	0	0	0	0	53.45776	-86.24876	149.2274	-235.8223	-55.23154	-54.51244	-354.3371	-316.4011	-1510.889	2.732654	3.518474	22.973	-3	-3	-3	0	
17:57:30:11	47.01305	-121.5891	1425.213	1425.213	0	0	0	0	0	0	53.45776	-86.24876	149.2274	-235.8223	-55.23154	-54.51244	-354.3371	-316.4011	-1510.889	2.732654	3.518474	22.973	-3	-3	-3	0	
17:57:30:36	47.01305	-121.5891	1425.213	1425.213	0	0	0	0	0	0	53.45776	-86.24876	149.2274	-235.8223	-55.23154	-54.51244	-354.3371	-316.4011	-1510.889	2.732654	3.518474	22.973	-3	-3	-3	0	
17:57:30:73	47.01305	-121.5891	1425.213	1425.213	0	0	0	0	0	0	90.12553	-84.4655	100.3588	-240.4953	-68.54605	-50.48449	-384.4247	-392.5058	-1003.873	2.732654	3.518474	22.973	-3	-3	-3	0	
17:57:30:113	47.01306	-121.5891	1420.909	1420.909	0	0	0	0	0	0	90.12553	-84.4655	100.3588	-240.4953	-68.54605	-50.48449	-384.4247	-392.5058	-1003.873	3.818862	-2.459071	23.99398	-3	-3	-3	0	
17:57:30:138	47.01306	-121.5891	1420.909	1420.909	0	0	0	0	0	0	90.12553	-84.4655	100.3588	-240.4953	-68.54605	-50.48449	-384.4247	-392.5058	-1003.873	3.818862	-2.459071	23.99398	-3	-3	-3	0	
17:57:30:177	47.01306	-121.5891	1420.909	1420.909	0	0	0	0	0	0	90.12553	-84.4655	100.3588	-240.4953	-68.54605	-50.48449	-384.4247	-392.5058	-1003.873	3.818862	-2.459071	23.99398	-3	-3	-3	0	
17:57:30:211	47.01306	-121.5891	1420.909	1420.909	0	0	0	0	0	0	110.0808	-77.62609	55.07623	-249.5405	-88.86717	-44.32956	-408.6624	-536.35	-427.6365	3.818862	-2.459071	23.99398	-3	-3	-3	0	
17:57:30:235	47.01306	-121.5891	1420.909	1420.909	0	0	0	0	0	0	110.0808	-77.62609	55.07623	-249.5405	-88.86717	-44.32956	-408.6624	-536.35	-427.6365	3.818862	-2.459071	23.99398	-3	-3	-3	0	
17:57:30:277	47.01306	-121.5891	1420.909	1420.909	0	0	0	0	0	0	110.0808	-77.62609	55.07623	-249.5405	-88.86717	-44.32956	-408.6624	-536.35	-427.6365	3.818862	-2.459071	23.99398	-3	-3	-3	0	
17:57:30:319	47.01307	-121.5891	1417.04	1417.04	0	0	0	0	0	0	109.5935	-69.61548	28.81041	-257.9014	-103.6883	-44.41262	-454.1743	-578.0958	-336.0481	2.051275	-4.138877	24.78636	-3	-3	-3	0	
17:57:30:339	47.01307	-121.5891	1417.04	1417.04	0	0	0	0	0	0	109.5935	-69.61548	28.81041	-257.9014	-103.6883	-44.41262	-454.1743	-578.0958	-336.0481	2.051275	-4.138877	24.78636	-3	-3	-3	0	
17:57:30:387	47.01307	-121.5891	1417.04	1417.04	0	0	0	0	0	0	109.5935	-69.61548	28.81041	-257.9014	-103.6883	-44.41262	-454.1743	-578.0958	-336.0481	2.051275	-4.138877	24.78636	-3	-3	-3	0	
17:57:30:419	47.01307	-121.5891	1417.04	1417.04	0	0	0	0	0	0	106.5389	-65.40987	17.86288	-262.0853	-109.2969	-48.69387	-491.8878	-582.0635	-452.1441	2.051275	-4.138877	24.78636	-3	-3	-3	0	
17:57:30:436	47.01307	-121.5891	1417.04	1417.04	0	0	0	0	0	0	106.5389	-65.40987	17.86288	-262.0853	-109.2969	-48.69387	-491.8878	-582.0635	-452.1441	2.051275	-4.138877	24.78636	-3	-3	-3	0	
17:57:30:490	47.01307	-121.5891	1417.04	1417.04	0	0	0	0	0	0	102.1947	-61.11452	7.710222	-266.9117	-113.4981	-55.24693	-511.0727	-613.0551	-680.0716	2.051275	-4.138877	24.78636	-3	-3	-3	0	
17:57:30:493	47.01307	-121.5891	1417.04	1417.04	0	0	0	0	0	0	102.1947	-61.11452	7.710222	-266.9117	-113.4981	-55.24693	-511.0727	-613.0551	-680.0716	2.051275	-4.138877	24.78636	-3	-3	-3	0	
17:57:30:518	47.01307	-121.5891	1411.683	1411.683	0	0	0	0	0	0	102.1947	-61.11452	7.710222	-266.9117	-113.4981	-55.24693	-511.0727	-613.0551	-680.0716	1.025338	-3.488738	25.79182	-3	-3	-3	0	
17:57:30:542	47.01307	-121.5891	1411.683	1411.683	0	0	0	0	0	0	102.1947	-61.11452	7.710222	-266.9117	-113.4981	-55.24693	-511.0727	-613.0551	-680.0716	1.025338	-3.488738	25.79182	-3	-3	-3	0	
17:57:30:589	47.01307	-121.5891	1411.683	1411.683	0	0	0	0	0	0	102.1947	-61.11452	7.710222	-266.9117	-113.4981	-55.24693	-511.0727	-613.0551	-680.0716	1.025338	-3.488738	25.79182	-3	-3	-3	0	
17:57:30:618	47.01307	-121.5891	1411.683	1411.683	0	0	0	0	0	0	102.1947	-61.11452	7.710222	-266.9117	-113.4981	-55.24693	-511.0727	-613.0551	-680.0716	1.025338	-3.488738	25.79182	-3	-3	-3	0	
17:57:30:639	47.01307	-121.5891	1411.683	1411.683	0	0	0	0	0	0	102.1947	-61.11452	7.710222	-266.9117	-113.4981	-55.24693	-511.0727	-613.0551	-680.0716	1.025338	-3.488738	25.79182	-3	-3	-3	0	
17:57:30:705	47.01307	-121.5891	1411.683	1411.683	0	0	0	0	0	0	90.48495	-52.76356	-11.47659	-279.5967	-118.6831	-68.86662	-478.3751	-730.6091	-1493.77	1.025338	-3.488738	25.79182	-3	-3	-3	0	
17:57:30:720	47.01307	-121.5891	1408.938	1408.938	0	0	0	0	0	0	90.48495	-52.76356	-11.47659	-279.5967	-118.6831	-68.86662	-478.3751	-730.6091	-1493.77	0.7510378	-2.863524	26.16458	-3	-3	-3	0	
17:57:30:741	47.01307	-121.5891	1408.938	1408.938	0	0	0	0	0	0	90.48495	-52.76356	-11.47659	-279.5967	-118.6831	-68.86662	-478.3751	-730.6091	-1493.77	0.7510378	-2.863524	26.16458	-3	-3	-3	0	
17:57:30:777	47.01307	-121.5891	1408.938	1408.938	0	0	0	0	0	0	90.48495	-52.76356	-11.47659	-279.5967	-118.6831	-68.86662	-478.3751	-730.6091	-1493.77	0.7510378	-2.863524	26.16458	-3	-3	-3	0	
17:57:30:801	47.01307	-121.5891	1408.938	1408.938	0	0	0	0	0	0	75.91447	-46.12004	-30.5759	-291.653	-121.8073	-73.93114	-335.1328	-981.8104	-2627.914	0.7510378	-2.863524	26.16458	-3	-3	-3	0	
17:57:30:814	47.01307	-121.5891	1408.938	1408.938	0	0	0	0	0	0	75.91447	-46.12004	-30.5759	-291.653	-121.8073	-73.93114	-335.1328	-981.8104	-2627.914	0.7510378	-2.863524	26.16458	-3	-3	-3	0	
17:57:30:838	47.01307	-121.5891	1408.938	1408.938	0	0	0	0	0	0	75.91447	-46.12004	-30.5759	-291.653	-121.8073	-73.93114	-335.1328	-981.8104	-2627.914	0.7510378	-2.863524	26.16458	-3	-3	-3	0	
17:57:30:897	47.01307	-121.5891	1408.938	1408.938	0	0	0	0	0	0	75.91447	-46.12004	-30.5759	-291.653	-121.8073	-73.93114	-335.1328	-981.8104	-2627.914	0.7510378	-2.863524	26.16458	-3	-3	-3	0	
17:57:30:918	47.01307	-121.5891	1408.938	1408.938	0	0	0	0	0	0	75.91447	-46.12004	-30.5759	-291.653	-121.8073	-73.93114	-335.1328	-981.8104	-2627.914	0.7510378	-2.863524	26.16458	-3	-3	-3	0	
17:57:30:941	47.01307	-121.5891	1406.181	1406.181	0	0	0	0	0	0	75.91447	-46.12004	-30.5759	-291.653	-121.8073	-73.93114	-335.1328	-981.8104	-2627.914	0.5409067	-1.658598	26.45747	-3	-3	-3	0	
17:57:30:980	47.01307	-121.5891	1406.181	1406.181	0	0	0	0	0	0	56.23763	-43.03826	-50.52597	-389.2178	-127.9863	-77.63098	-127.7607	-1146.627	-3420.204	0.5409067	-1.658598	26.45747	-3	-3	-3	0	
17:57:31:1	47.01307	-121.5891	1406.181	1406.181	0	0	0	0	0	0	56.23763	-43.03826	-50.52597	-389.2178	-127.9863	-77.63098	-127.7607	-1146.627	-3420.204	0.5409067	-1.658598	26.45747	-3	-3	-3	0	
17:57:31:16	47.01307	-121.5891	1406.181	1406.181	0	0	0	0	0	0	56.23763	-43.03826	-50.52597	-389.2178	-127.9863	-77.63098	-127.7607	-1146.627	-3420.204	0.5409067	-1.658598	26.45747	-3	-3	-3	0	
17:57:31:42	47.01307	-121.5891	1406.181	1406.181	0	0	0	0	0	0	38.30984	-43.41983	-61.54791	-542.7672	-136.4754	-93.0496	35.74056	-1131.817	-3439.752	0.5409067	-1.658598	26.45747	-3	-3	-3	0	
17:57:31:76	47.01307	-121.5891	1406.181	1406.181	0	0	0	0	0	0	38.30984	-43.41983	-61.54791	-542.7672	-136.4754	-93.0496	35.74056	-1131.817	-3439.752	0.5409067	-1.658598	26.45747	-3	-3	-3	0	
17:57:31:96	47.01307	-121.5891	1406.181	1406.181	0	0	0	0	0	0	38.30984	-43.41983	-61.54791	-542.7672	-136.4754	-93.0496	35.74056	-1131.817	-3439.752	0.5409067	-1.658598	26.45747	-3	-3	-3	0	
17:57:31:124	47.01307	-121.5891	1406.181	1406.181	0	0	0	0	0	0	38.30984	-43.41983	-61.54791	-542.7672	-136.4754	-93.0496	35.74056	-1131.817	-3439.752	0.5409067	-1.658598	26.45747	-3	-3	-3	0	
17:57:31:138	47.01307	-121.5891	1406.181	1406.181	0	0	0	0	0	0	38.30984	-43.41983	-61.54791	-542.7672	-136.4754	-93.0496	35.74056	-1131.817	-3439.752	0.5409067	-1.658598	26.45747	-3	-3	-3	0	
17:57:31:184	47.01307	-121.5891	1403.535	1403.535	0	0	0	0	0	0	-0.5580349	-49.48743	-86.04797	-558.5619	-115.9561	-150.38	764.8305	-751.414	-4507.729	1.126792	0.3874825	26.44117	-3	-3	-3	0	
17:57:31:200	47.01307	-121.5891	1403.535	1403.535	0	0	0	0	0	0	-0.5580349	-49.48743	-86.04797	-558.5619	-115.9561	-150.38	764.8305	-751.414	-4507.729	1.126792	0.3874825	26.44117	-3	-3	-3	0	
17:57:31:220	47.01307	-121.5891	1403.535	1403.535	0	0	0	0	0	0	-0.5580349	-49.48743	-86.04797	-558.5619	-115.9561	-150.38	764.8305	-751.414	-4507.729	1.126792	0.3874825	26.44117	-3	-3	-3	0	
17:57:31:240	47.01307	-121.5891	1403.535	1403.535	0	0	0	0	0	0	-0.5580349	-49.48743	-86.04797	-558.5619	-115.9561	-150.38	764.8305	-751.414	-4507.729	1.126792	0.3874825	26.44117	-3	-3	-3	0	
17:57:31:280	47.01307	-121.5891	1403.535	1403.535	0	0	0	0	0	0	-0.5580349	-49.48743	-86.04797	-558.5619	-115.9561	-150.38	764.8305	-751.414	-4507.729	1.126792	0.3874825	26.44117	-3	-3	-3	0	
17:57:31:304	47.01307	-121.5891	1403.535	1403.535	0	0	0	0	0	0	-34.08032	-61.34424	-114.032	-558.5619	-65.77217	-188.969	685.8055	-217.5307	-4666.429	1.126792	0.3874825	26.44117	-3	-3	-3	0	
17:57:31:317	47.01307	-121.5891	1403.535	1403.535	0	0	0	0	0	0	-34.08032	-61.34424	-114.032	-558.5619	-65.77217	-188.969	685.8055	-217.5307	-4666.429	1.126792	0.3874825	26.44117	-3	-3	-3	0	
17:57:31:342	47.01307	-121.5891	1403.535	1403.535	0	0	0	0	0	0	-34.08032	-61.34424	-114.032	-558.5619	-65.77217	-188.969	685.8055	-217.5307	-4666.429	1.126792	0.3874825	26.44117	-3	-3	-3	0	
17:57:31:389	47.01307	-121.5891	1400.067	1400.067	0	0	0	0	0	0	-34.08032	-61.34424	-114.032	-558.5619	-65.77217	-188.969	685.8055	-217.5307	-4666.429	4.60895	2.587116	25.16771	-3	-3	-3	0	
17:57:31:413	47.01307	-121.5891	1400.067	1400.067	0	0	0	0	0	0	-34.08032	-61.34424	-114.032	-558.5619	-65.77217	-188.969	685.8055	-217.5307	-4666.429	4.60895	2.587116	25.16771	-3	-3	-3	0	
17:57:31:421	47.01307	-121.5891	1400.067	1400.067	0	0	0	0	0	0	-34.08032	-61.34424	-114.032	-558.5619	-65.77217	-188.969	685.8055	-217.5307	-4666.429	4.60895	2.587116	25.16771	-3	-3	-3	0	
17:57:31:439	47.01307	-121.5891	1400.067	1400.067	0	0	0	0	0	0	-57.56047	-76.49387	-149.1767	-558.5619	-19.68691	-186.5641	246.392	-44.39991	-4191.188	4.60895	2.587116	25.16771	-3	-3	-3	0	
17:57:31:476	47.01307	-121.5891	1400.067	1400.067	0	0	0	0	0	0	-57.56047	-76.49387	-149.1767	-558.5619	-19.68691	-186.5641	246.392	-44.39991	-4191.188	4.60895	2.587116	25.16771	-3	-3	-3	0	
17:57:31:481	47.01307	-121.5891	1400.067	1400.067	0	0	0	0	0	0	-57.56047	-76.49387	-149.1767	-558.5619	-19.68691	-186.5641	246.392	-44.39991	-4191.188	4.60895	2.587116	25.16771	-3	-3	-3	0	
17:57:31:522	47.01307	-121.5891	1400.067	1400.067	0	0	0	0	0	0	-57.56047	-76.49387	-149.1767	-558.5619	-19.68691	-186.5641	246.392	-44.39991	-4191.188	4.60895	2.587116	25.16771	-3	-3	-3	0	
17:57:31:542	47.01307	-121.5891	1400.067	1400.067	0	0	0	0	0	0	-57.56047	-76.49387	-149.1767	-558.5619	-19.68691	-186.5641	246.392	-44.39991	-4191.188	4.60895	2.587116	25.16771	-3	-3	-3	0	
17:57:31:588	47.01309	-121.5891	1395.868	1395.868	0	0	0	0	0	0	8.069083	-85.53897	89.19444	-534.3082	14.96435	-149.8013	84.35736	-93.08649	-3592.884	6.499741	-3.521799	22.68318	-3	-3	-3	0	
17:57:31:623	47.01309	-121.5891	1395.868	1395.868	0	0	0	0	0	0	8.069083	-85.53897	89.19444	-534.3082	14.96435	-149.8013	84.35736	-93.08649	-3592.884	6.499741	-3.521799	22.68318	-3	-3	-3	0	
17:57:31:648	47.01309	-121.5891	1395.868	1395.868	0	0	0	0	0	0	8.069083	-85.53897	89.19444	-534.3082	14.96435	-149.8013	84.35736	-93.08649	-3592.884	6.499741	-3.521799	22.68318	-3	-3	-3	0	
17:57:31:680	47.01309	-121.5891	1395.868	1395.868	0	0	0	0	0	0	8.069083	-85.53897	89.19444	-534.3082	14.96435	-149.8013	84.35736	-93.08649	-3592.884	6.499741	-3.521799	22.68318	-3	-3	-3	0	
17:57:31:724	47.01309	-121.5891	1395.868	1395.868	0	0	0	0	0	0	27.5554	-77.61974	18.252	-491.0956	12.60486	-100.6525	94.53948	-155.5963	-3829.823	6.499741	-3.521799	22.68318	-3	-3	-3	0	
17:57:31:751	47.01309	-121.5891	1395.868	1395.868	0	0	0	0	0	0	27.5554	-77.61974	18.252	-491.0956	12.60486	-100.6525	94.53948	-155.5963	-3829.823	6.499741	-3.521799	22.68318	-3	-3	-3	0	
