Date	Latitude(deg) 	Longitude(deg)	hamsl(m)	hafl(m)	climbrate(cm/s)	GroundSpeed(m/s)	Airspeed(m/s)	Mav_Link(%)	Rssi_Link(%)	Throttle	Roll(deg)	Pitch(deg)	Yaw(deg)
12:37:45	0	0	0	0.408665	-0.6728594	0	3	100	0	44	-0.830591	-7.871015	147.7743	
12:37:46	0	0	0	0.5853101	16.1796	0	3	100	0	40	-0.8294908	-7.855081	147.7695	
12:37:48	0	0	0	0.6849949	7.465618	0	3	100	0	35	-0.8607639	-7.909855	147.7457	
12:37:50	0	0	0	0.7881669	5.52443	0	3	100	0	30	-0.8613908	-7.912038	147.6345	
12:37:51	0	0	0	0.6012048	-8.437863	0	3	100	0	25	-0.7419577	-7.930875	147.555	
12:37:53	0	0	0	0.6419363	-2.611799	0	3	100	0	20	-0.9267027	-7.935946	147.5958	
12:37:55	0	0	0	0.7675185	0.5642142	0	3	100	0	15	-0.9174471	-7.970763	147.3897	
12:37:57	0	0	0	0.7865024	-1.346918	0	3	100	0	11	-0.9186825	-8.010243	147.2458	
12:37:58	0	0	0	0.9907353	6.611017	0	3	100	0	11	-0.8995548	-8.005713	146.9915	
12:38:00	0	0	0	0.9004459	-2.803297	0	3	100	0	11	-0.9604217	-8.019207	146.9857	
