Date	Latitude(deg) 	Longitude(deg)	hamsl(m)	hafl(m)	climbrate(cm/s)	GroundSpeed(m/s)	Airspeed(m/s)	Mav_Link(%)	Rssi_Link(%)	Throttle	Roll(deg)	Pitch(deg)	Yaw(deg)
12:16:01	0	0	0	0.3804874	0	0	3	66	0	42	-1.149822	-9.363482	166.0333	
12:16:03	0	0	0	0.3804874	0	0	3	75	0	36	-1.09438	-9.350192	165.879	
12:16:05	0	0	0	0.3804874	0	0	3	81	0	31	-1.049303	-9.359402	165.6846	
12:16:07	0	0	0	0.3804874	0	0	3	84	0	25	-1.034317	-9.340111	165.6138	
12:16:08	0	0	0	0.3804874	0	0	3	87	0	19	-1.015565	-9.317835	165.538	
12:16:10	0	0	0	0.3804874	0	0	3	89	0	13	-1.000029	-9.291191	165.4507	
12:16:12	0	0	0	0.3804874	0	0	3	90	0	11	-0.9992067	-9.280454	165.3225	
12:16:14	0	0	0	0.3804874	0	0	3	92	0	11	-0.9673988	-9.229822	165.137	
12:16:15	0	0	0	0.3804874	0	0	3	93	0	11	-0.9711018	-9.19524	165.0467	
12:16:17	0	0	0	0.3804874	0	0	3	93	0	11	-0.9795691	-9.1751	164.9613	
