Date	Latitude(deg) 	Longitude(deg)	hamsl(m)	hafl(m)	climbrate(cm/s)	GroundSpeed(m/s)	Airspeed(m/s)	Mav_Link(%)	Rssi_Link(%)	Throttle	Roll(deg)	Pitch(deg)	Yaw(deg)
14:24:28	0	0	0	-0.1777535	-27.90285	0	3	49	0	44	1.545976	-4.737386	-75.63167	
14:24:29	0	0	0	-0.474067	-52.65504	0	3	58	0	41	1.666157	-4.76734	-76.06245	
14:24:31	0	0	0	-0.8362295	-70.52844	0	3	65	0	39	1.738061	-4.70846	-76.42419	
14:24:33	0	0	0	-0.9029335	-72.87514	0	3	69	0	36	1.733514	-4.717507	-76.67618	
14:24:35	0	0	0	-0.9145674	-68.88345	0	3	74	0	33	1.691451	-4.782376	-76.73566	
14:24:36	0	0	0	-0.7678957	-52.29115	0	3	77	0	30	1.713337	-4.794872	-76.76137	
14:24:38	0	0	0	-0.5309232	-28.96166	0	3	80	0	27	1.774786	-4.712361	-76.74962	
14:24:40	0	0	0	-0.4182988	-6.120612	0	3	82	0	24	1.792583	-4.753546	-76.70415	
14:24:42	0	0	0	-0.0397871	18.04898	0	3	84	0	21	1.797839	-4.635209	-76.60559	
14:24:43	0	0	0	0.2108745	37.65742	0	3	86	0	18	1.758552	-4.674668	-76.57932	
14:24:45	0	0	0	0.3964476	50.08296	0	3	87	0	15	1.672906	-4.830532	-76.46267	
14:24:47	0	0	0	0.5138898	56.6138	0	3	88	0	13	1.632174	-4.78919	-76.25408	
14:24:48	0	0	0	0.6151869	54.47869	0	3	89	0	13	1.651749	-4.80361	-76.1364	
14:24:50	0	0	0	0.4424855	42.16824	0	3	90	0	13	1.650935	-4.678967	-75.97108	
14:24:52	0	0	0	0.2130028	25.16564	0	3	91	0	13	1.579934	-4.57083	-75.81448	
14:24:54	0	0	0	0.1249843	6.611786	0	3	92	0	13	1.606547	-4.538681	-75.75112	
14:24:55	0	0	0	0.01225595	-11.02031	0	3	93	0	13	1.600273	-4.469928	-75.61398	
14:24:57	0	0	0	-0.04705529	-24.2904	0	3	93	0	13	1.554062	-4.473151	-75.54343	
14:24:59	0	0	0	-0.1957198	-34.47984	0	3	94	0	13	1.43485	-4.577373	-75.49113	
14:25:01	0	0	0	-0.2331959	-37.24397	0	3	94	0	13	1.447085	-4.658895	-75.3889	
