Date	Latitude(deg) 	Longitude(deg)	hamsl(m)	hafl(m)	climbrate(cm/s)	GroundSpeed(m/s)	Airspeed(m/s)	Mav_Link(%)	Rssi_Link(%)	Throttle	Roll(deg)	Pitch(deg)	Yaw(deg)
12:58:58	0	0	0	0.7880638	-3.796648	0	3	64	0	5	0.48541	0.8969664	171.0736	
12:59:00	0	0	0	1.333327	9.008679	0	3	72	0	5	0.4772182	0.9091147	170.9332	
12:59:01	0	0	0	1.142321	-5.726006	0	3	78	0	5	0.4876129	0.856124	170.8539	
12:59:03	0	0	0	1.215755	-4.261034	0	3	81	0	5	0.4701286	0.8991356	170.7538	
12:59:05	0	0	0	1.074032	-8.76607	0	3	84	0	3	0.451795	0.9822558	170.6712	
12:59:06	0	0	0	1.0251	-7.699574	0	3	86	0	5	0.4179255	0.9093717	170.5613	
12:59:08	0	0	0	0.9941593	-4.951214	0	3	88	0	5	0.4250339	0.9234106	170.4537	
12:59:10	0	0	0	1.034114	-1.570935	0	3	90	0	5	0.4598672	0.9468489	170.403	
12:59:11	0	0	0	0.9647249	-6.224486	0	3	91	0	5	0.4977381	0.9603454	170.3897	
12:59:13	0	0	0	0.9936094	-3.728829	0	3	92	0	5	0.4763274	0.9148658	170.345	
12:59:15	0	0	0	0.9937231	-4.603302	0	3	93	0	5	0.4640336	0.9347467	170.2983	
12:59:16	0	0	0	0.9008934	-7.365009	0	3	93	0	5	0.4899346	0.9370252	170.2317	
12:59:18	0	0	0	0.846399	-6.200774	0	3	94	0	5	0.4911914	1.019326	170.2588	
12:59:20	0	0	0	0.9553503	2.197081	0	3	94	0	5	0.500059	0.9762344	170.2038	
12:59:21	0	0	0	0.9946713	13.2873	0	3	95	0	5	0.5736245	0.8470497	170.196	
12:59:23	0	0	0	0.8786637	-29.28185	0	3	95	0	5	0.3481963	0.8847059	173.4451	
12:59:25	0	0	0	0.08490774	-36.11345	0	3	96	0	5	1.900371	4.040009	170.7737	
12:59:27	0	0	0	0.5073565	14.19976	0	3	96	0	5	-1.069159	2.984363	169.9873	
12:59:28	0	0	0	0.705075	11.18084	0	3	96	0	5	-0.6292408	2.213334	169.197	
12:59:30	0	0	0	0.9765646	13.12748	0	3	97	0	5	-0.2907823	1.628208	168.7496	
12:59:32	0	0	0	1.016392	30.80812	0	3	97	0	5	4.300184	4.805099	170.4306	
12:59:33	0	0	0	1.180654	-5.469003	0	3	97	0	5	5.692251	3.637439	173.7223	
12:59:35	0	0	0	1.293897	-25.2362	0	3	97	0	5	0.142606	1.126831	174.3877	
12:59:37	0	0	0	1.014371	1.748288	0	3	98	0	5	-2.565729	10.02483	170.0755	
12:59:38	0	0	0	0.9736907	0.3927052	0	3	98	0	5	-0.0601225	11.53977	156.8439	
12:59:40	0	0	0	0.6195768	-56.31834	0	3	98	0	5	0.8280396	6.950022	152.2779	
12:59:42	0	0	0	0.5313593	-48.75385	0	3	98	0	5	11.8068	9.30244	150.8821	
12:59:43	0	0	0	0.8705104	-28.27653	0	3	98	0	5	4.0149	5.537166	155.8713	
12:59:45	0	0	0	0.4386187	-109.3764	0	3	98	0	5	8.188172	7.786643	156.3171	
12:59:47	0	0	0	-0.3852138	-147.6502	0	3	98	0	5	3.331233	5.029394	161.0024	
12:59:48	0	0	0	0.1110594	-7.54002	0	3	98	0	5	3.758499	2.245325	164.625	
12:59:50	0	0	0	1.23114	53.17537	0	3	98	0	5	2.894104	2.051829	161.4805	
12:59:52	0	0	0	1.215871	35.09436	0	3	99	0	5	2.309535	1.885043	158.7577	
12:59:53	0	0	0	1.20296	33.39725	0	3	99	0	5	1.818241	1.744701	156.1441	
12:59:55	0	0	0	1.130689	27.04307	0	3	99	0	5	1.35566	1.663852	153.6917	
12:59:57	0	0	0	1.078982	21.45776	0	3	99	0	5	1.1005	1.588923	151.767	
12:59:59	0	0	0	1.384089	32.43921	0	3	99	0	5	0.8483725	1.425777	150.0365	
13:00:00	0	0	0	0.9878953	7.56036	0	3	99	0	5	0.6850018	1.279021	148.5207	
13:00:02	0	0	0	1.123937	20.18801	0	3	99	0	5	0.5709625	1.279626	147.3484	
13:00:04	0	0	0	1.124962	15.35845	0	3	99	0	5	0.4848216	1.1781	146.367	
13:00:05	0	0	0	1.012166	11.05194	0	3	99	0	5	0.4825878	1.21654	145.6116	
13:00:07	0	0	0	1.080223	12.86353	0	3	99	0	5	0.4583018	1.187988	145.0619	
13:00:09	0	0	0	1.013764	10.64991	0	3	99	0	5	0.463787	1.251815	144.7027	
13:00:10	0	0	0	0.9957062	10.44188	0	3	99	0	5	0.4765797	1.190841	144.5286	
13:00:12	0	0	0	0.9903578	6.754642	0	3	99	0	5	0.4796061	1.212042	144.3916	
13:00:14	0	0	0	1.216994	14.41152	0	3	99	0	5	0.4710892	1.186955	144.3284	
13:00:15	0	0	0	0.7572894	-8.176437	0	3	99	0	5	0.4836531	1.218944	144.4032	
