Date	Latitude(deg) 	Longitude(deg)	hamsl(m)	hafl(m)	climbrate(cm/s)	GroundSpeed(m/s)	Airspeed(m/s)	Mav_Link(%)	Rssi_Link(%)	Throttle	Roll(deg)	Pitch(deg)	Yaw(deg)
08:31:21	0	0	0	0	0	0	0	100	0	0	0	0	0	
08:31:21	0	0	0	-0.5390483	-0.07620773	0	3	100	0	50	2.965474	-0.9691994	48.93348	
08:31:21	0	0	0	-0.5387484	0.4940961	0	3	100	0	50	2.952246	-0.9579462	48.82259	
08:31:21	0	0	0	-0.5966808	-2.318535	0	3	100	0	50	2.942183	-0.959415	48.78564	
08:31:22	0	0	0	-0.7472568	-9.857006	0	3	100	0	50	2.937223	-0.933238	48.76357	
08:31:22	0	0	0	-0.7617264	-8.976105	0	3	100	0	50	2.933199	-0.9212838	48.72882	
08:31:22	0	0	0	-0.7067244	-4.720403	0	3	100	0	50	2.922972	-0.9200931	48.72374	
08:31:22	0	0	0	-0.5112038	6.629163	0	3	100	0	50	2.919817	-0.9302738	48.68834	
08:31:22	0	0	0	-0.2419669	20.93125	0	3	100	0	50	2.910382	-0.9453188	48.71138	
08:31:23	0	0	0	-0.009762641	31.61043	0	3	100	0	50	2.901467	-0.9646449	48.66792	
08:31:23	0	0	0	0.2386286	42.32496	0	3	100	0	50	2.901882	-0.9697687	48.68657	
08:31:23	0	0	0	0.3804686	46.02767	0	3	100	0	50	2.886479	-0.9629193	48.68623	
08:31:23	0	0	0	0.387386	42.02414	0	3	100	0	50	2.885007	-0.9674485	48.64751	
08:31:23	0	0	0	0.396329	38.89402	0	3	100	0	50	2.876874	-0.9837852	48.65429	
08:31:24	0	0	0	0.4134044	35.74528	0	3	100	0	50	2.881991	-0.988975	48.55082	
08:31:24	0	0	0	0.4204536	33.40181	0	3	100	0	50	2.877603	-1.004787	48.52021	
08:31:24	0	0	0	0.3909747	29.3507	0	3	100	0	50	2.87913	-0.9920014	48.46427	
08:31:24	0	0	0	0.3591383	25.37699	0	3	100	0	50	2.872726	-0.9880266	48.36392	
08:31:25	0	0	0	0.3400654	22.29884	0	3	100	0	50	2.873388	-0.987795	48.35003	
08:31:25	0	0	0	0.3212798	19.77618	0	3	100	0	50	2.896418	-0.977662	48.31543	
08:31:25	0	0	0	0.2785451	16.16905	0	3	100	0	50	2.89964	-0.9781275	48.26674	
08:31:25	0	0	0	0.2374382	13.25547	0	3	100	0	50	2.8971	-0.9917949	48.21565	
08:31:25	0	0	0	0.2223179	11.77067	0	3	100	0	50	2.895667	-0.9960081	48.25055	
08:31:25	0	0	0	0.2068388	10.08221	0	3	100	0	50	2.908323	-0.9855286	48.2107	
08:31:26	0	0	0	0.2511778	11.99521	0	3	100	0	50	2.910657	-0.9855514	48.24855	
08:31:26	0	0	0	0.2861746	12.53559	0	3	100	0	50	2.906493	-0.9893325	48.21445	
08:31:26	0	0	0	0.1777584	5.658555	0	3	100	0	50	2.890194	-0.9910315	48.12828	
08:31:26	0	0	0	0.07743685	0.1048048	0	3	100	0	50	2.879423	-1.003258	48.12422	
08:31:26	0	0	0	0.02210131	-2.000346	0	3	100	0	50	2.887079	-0.9999268	48.11201	
08:31:27	0	0	0	-0.02227766	-3.945074	0	3	100	0	50	2.885716	-0.9845529	48.06263	
08:31:27	0	0	0	-0.04172538	-4.569527	0	3	100	0	50	2.886614	-0.9981937	48.11025	
08:31:27	0	0	0	-0.05818757	-4.862028	0	3	100	0	50	2.874017	-1.010362	48.13254	
08:31:27	0	0	0	-0.02448093	-2.468438	0	3	100	0	50	2.872165	-1.011277	48.12204	
08:31:27	0	0	0	0.006729411	-0.3580324	0	3	100	0	50	2.878786	-1.006092	48.08701	
08:31:28	0	0	0	0.04631588	2.079564	0	3	100	0	50	2.887249	-0.9896384	48.05103	
08:31:28	0	0	0	0.07905293	4.034989	0	3	100	0	50	2.890866	-0.9791192	48.01548	
08:31:28	0	0	0	0.01106967	0.7347457	0	3	100	0	50	2.886662	-1.000297	48.01038	
08:31:28	0	0	0	-0.04987329	-1.842227	0	3	100	0	50	2.883623	-0.9993625	48.01226	
08:31:29	0	0	0	-0.08216961	-2.974579	0	3	100	0	50	2.885752	-0.9779381	48.02094	
08:31:29	0	0	0	-0.107579	-3.56097	0	3	100	0	50	2.883989	-0.9946573	48.00272	
08:31:29	0	0	0	-0.13777	-4.532031	0	3	100	0	50	2.89074	-0.9937791	47.9797	
08:31:29	0	0	0	-0.1629575	-5.2832	0	3	100	0	50	2.890762	-0.9912546	47.93919	
08:31:29	0	0	0	-0.180382	-5.859557	0	3	100	0	50	2.904765	-0.9939176	47.92354	
08:31:29	0	0	0	-0.1846898	-4.920224	0	3	100	0	50	2.918081	-0.9919084	47.85786	
08:31:30	0	0	0	-0.182989	-3.77372	0	3	100	0	50	2.92398	-0.9826362	47.80585	
08:31:30	0	0	0	-0.177716	-2.820138	0	3	100	0	50	2.921305	-0.9815526	47.71953	
08:31:30	0	0	0	-0.1655822	-1.702525	0	3	100	0	50	2.932753	-0.9937331	47.65845	
08:31:30	0	0	0	-0.1476491	-0.3309389	0	3	100	0	50	2.925206	-0.9899353	47.60828	
08:31:31	0	0	0	-0.1130493	1.842854	0	3	100	0	50	2.921828	-0.979742	47.53508	
08:31:31	0	0	0	-0.06093065	4.659086	0	3	100	0	50	2.91911	-0.9822994	47.58186	
08:31:31	0	0	0	-0.02719439	6.177253	0	3	100	0	50	2.910054	-0.9960483	47.54686	
08:31:31	0	0	0	-0.01648769	6.234043	0	3	100	0	50	2.905005	-1.006855	47.5718	
08:31:31	0	0	0	-0.01885498	5.532948	0	3	100	0	50	2.910357	-0.9878535	47.53983	
08:31:31	0	0	0	-0.03965463	3.955623	0	3	100	0	50	2.910882	-1.008459	47.5119	
08:31:32	0	0	0	-0.09458236	0.8572584	0	3	100	0	50	2.905005	-0.9835985	47.43526	
08:31:32	0	0	0	-0.1611933	-2.468077	0	3	100	0	50	2.888384	-0.9570626	47.42482	
08:31:32	0	0	0	-0.2376719	-5.815094	0	3	100	0	50	2.889049	-0.9784396	47.35567	
08:31:32	0	0	0	-0.3159889	-9.168306	0	3	100	0	50	2.885241	-0.9860046	47.423	
08:31:32	0	0	0	-0.3927043	-12.50764	0	3	100	0	50	2.886955	-0.9815067	47.37542	
08:31:33	0	0	0	-0.4651545	-14.61193	0	3	100	0	50	2.883242	-0.9658667	47.31206	
08:31:33	0	0	0	-0.479153	-13.73324	0	3	100	0	50	2.882863	-0.9607939	47.30099	
08:31:33	0	0	0	-0.4365964	-9.873819	0	3	100	0	50	2.871191	-0.9434201	47.3165	
08:31:33	0	0	0	-0.3816107	-5.642647	0	3	100	0	50	2.864594	-0.9464042	47.25003	
08:31:34	0	0	0	-0.3129889	-1.870687	0	3	100	0	50	2.857418	-0.9371328	47.2438	
08:31:34	0	0	0	-0.2562285	1.971629	0	3	100	0	50	2.84988	-0.9592494	47.19771	
08:31:34	0	0	0	-0.2739674	1.331511	0	3	100	0	50	2.844073	-0.9350676	47.20998	
08:31:34	0	0	0	-0.2900958	0.4746481	0	3	100	0	50	2.848135	-0.9321423	47.20403	
08:31:34	0	0	0	-0.3487415	-1.915137	0	3	100	0	50	2.848747	-0.9593817	47.17404	
08:31:34	0	0	0	-0.395692	-4.315915	0	3	100	0	50	2.861662	-0.9645804	47.05655	
08:31:35	0	0	0	-0.4141521	-4.959376	0	3	100	0	50	2.879297	-0.9833804	46.97434	
08:31:35	0	0	0	-0.430172	-5.288349	0	3	100	0	50	2.889363	-0.9881462	46.95887	
08:31:35	0	0	0	-0.45477	-5.779845	0	3	100	0	50	2.890688	-1.000817	46.9446	
08:31:35	0	0	0	-0.4719856	-5.984448	0	3	100	0	50	2.881497	-1.024078	46.9034	
08:31:35	0	0	0	-0.467672	-5.027069	0	3	100	0	50	2.884676	-1.019526	46.95351	
08:31:36	0	0	0	-0.4628114	-3.961059	0	3	100	0	50	2.892351	-1.029836	46.84719	
08:31:36	0	0	0	-0.4834993	-4.22271	0	3	100	0	50	2.886208	-1.053208	46.81481	
08:31:36	0	0	0	-0.5004625	-4.020643	0	3	100	0	50	2.87554	-1.080109	46.8331	
08:31:37	0	0	0	-0.5194487	-4.550108	0	3	100	0	50	2.869268	-1.110637	46.88585	
08:31:37	0	0	0	-0.535607	-4.74418	0	3	100	0	50	2.873196	-1.100478	46.82731	
