Date	Latitude(deg) 	Longitude(deg)	hamsl(m)	hafl(m)	climbrate(cm/s)	GroundSpeed(m/s)	Airspeed(m/s)	Mav_Link(%)	Rssi_Link(%)	Throttle	Roll(deg)	Pitch(deg)	Yaw(deg)
14:48:11	0	0	0	14.77957	-54.29798	0	3	100	0	43	-0.7564247	-7.362689	117.7631	
14:48:13	0	0	0	15.97462	21.18813	0	3	100	0	38	-0.760022	-7.359165	117.6474	
14:48:15	0	0	0	16.23391	12.75528	0	3	100	0	34	-0.7686197	-7.278444	117.7887	
14:48:16	0	0	0	16.13833	-2.553386	0	3	100	0	29	-0.7852457	-7.21528	117.8798	
14:48:18	0	0	0	16.1675	-1.216441	0	3	100	0	25	-0.8070258	-7.167145	118.0819	
14:48:20	0	0	0	16.24662	-3.23892	0	3	100	0	20	-0.8275692	-7.227734	118.168	
14:48:22	0	0	0	16.1197	-6.392585	0	3	100	0	16	-0.8165977	-7.25216	118.1212	
14:48:23	0	0	0	16.40044	5.611625	0	3	100	0	12	-0.8214519	-7.236348	118.1121	
14:48:25	0	0	0	16.31872	-2.170055	0	3	100	0	12	-0.8343596	-7.273079	118.0769	
14:48:27	0	0	0	15.89716	-18.99234	0	3	100	0	12	-0.7914531	-7.340683	117.9462	
14:48:28	0	0	0	16.15382	-0.3353671	0	3	100	0	12	-0.7426121	-7.305174	117.9882	
14:48:30	0	0	0	16.29418	6.176622	0	3	100	0	12	-0.7233263	-7.357848	117.8802	
14:48:32	0	0	0	16.43801	5.582565	0	3	100	0	12	-0.7138054	-7.35491	117.7371	
14:48:34	0	0	0	16.40291	-0.5198446	0	3	100	0	12	-0.7577507	-7.352417	117.6762	
14:48:35	0	0	0	16.44179	1.471773	0	3	100	0	12	-0.7612471	-7.25638	117.8364	
14:48:37	0	0	0	16.65469	7.252909	0	3	100	0	12	-0.7862341	-7.258175	117.9474	
