Date	Latitude(deg) 	Longitude(deg)	hamsl(m)	hafl(m)	climbrate(cm/s)	GroundSpeed(m/s)	Airspeed(m/s)	Mav_Link(%)	Rssi_Link(%)	Throttle	Roll(deg)	Pitch(deg)	Yaw(deg)
09:37:01	-6.733778	38.9536	117.059	0	0	0.24	0	100	0	0	-2.236126	-13.23711	128.5776	
09:37:01	-6.733778	38.9536	117.2	0.96443	0	0.14	3	100	0	4	-2.416727	-13.35226	128.605	
09:37:01	-6.733786	38.9536	119.392	0.96443	0	0.12	3	100	0	4	-2.147262	-13.42882	128.4716	
09:37:02	-6.733786	38.9536	119.413	0.96443	0	0.09	3	100	0	5	-2.202783	-13.46119	128.4051	
09:37:02	-6.733787	38.9536	119.511	0.96443	0	0.14	3	100	0	4	-2.252353	-13.37038	128.4183	
09:37:02	-6.733787	38.9536	119.647	0.96443	0	0.11	3	100	0	4	-2.248421	-13.20934	128.4917	
09:37:02	-6.733787	38.9536	119.651	0.96443	0	0.04	3	100	0	4	-2.303674	-13.28975	128.4619	
09:37:02	-6.733788	38.9536	119.659	0.96443	0	0.19	3	100	0	4	-2.129166	-13.38258	128.3687	
09:37:03	-6.733789	38.9536	119.799	0.96443	0	0.04	3	100	0	5	-2.063401	-13.43833	128.3074	
09:37:03	-6.733789	38.9536	119.853	0.96443	0	0.16	3	100	0	4	-2.190482	-13.33987	128.4823	
09:37:03	-6.733789	38.9536	119.84	0.96443	0	0.34	3	100	0	5	-2.107427	-13.12582	128.5813	
09:37:03	-6.733789	38.9536	119.894	0.96443	0	0.13	3	100	0	4	-2.04592	-13.09463	128.5745	
09:37:03	-6.73379	38.9536	119.918	0.96443	0	0.04	3	100	0	4	-2.171345	-13.29131	128.5827	
09:37:04	-6.73379	38.9536	120.009	0.96443	0	0.19	3	100	0	4	-2.218172	-13.44001	128.6305	
09:37:04	-6.733791	38.9536	120.03	0.96443	0	0.19	3	100	0	4	-2.168836	-13.51528	128.802	
09:37:04	-6.733792	38.9536	120.062	0.96443	0	0.28	3	100	0	4	-2.171312	-13.2851	128.7164	
09:37:04	-6.733792	38.9536	120.103	0.96443	0	0.28	3	100	0	5	-2.368394	-12.92861	128.7308	
09:37:04	-6.733792	38.9536	120.211	0.96443	0	0.24	3	100	0	5	-2.361078	-12.94055	128.7262	
09:37:05	-6.733792	38.95359	120.267	0.96443	0	0.13	3	100	0	4	-2.334997	-13.01237	129.002	
