Date	Latitude(deg) 	Longitude(deg)	hamsl(m)	hafl(m)	climbrate(cm/s)	GroundSpeed(m/s)	Airspeed(m/s)	Mav_Link(%)	Rssi_Link(%)	Throttle	Roll(deg)	Pitch(deg)	Yaw(deg)
11:53:40	0	0	0	1.915649	77.59933	0	3	100	0	4	0.1524338	0.7375478	157.7939	
11:53:42	0	0	0	0.6182921	-9.986467	0	3	100	0	4	0.1506537	0.6786048	157.7461	
11:53:44	0	0	0	0.7002026	-7.50597	0	3	100	0	4	0.160301	0.7271152	157.7117	
11:53:45	0	0	0	1.136178	30.43493	0	3	100	0	4	0.159606	0.6845698	157.6478	
11:53:47	0	0	0	0.916869	1.245826	0	3	100	0	4	0.1981606	0.6798828	157.6254	
11:53:49	0	0	0	0.6288612	-18.74152	0	3	100	0	4	0.2162608	0.7495211	157.6638	
11:53:50	0	0	0	1.408332	51.21467	0	3	100	0	4	0.1895514	0.705872	157.6921	
11:53:52	0	0	0	0.7847553	-20.73959	0	3	100	0	4	0.2075859	0.7421799	157.7037	
11:53:54	0	0	0	1.331706	33.49137	0	3	100	0	4	0.2352815	0.8097032	157.7575	
11:53:55	0	0	0	0.9802836	-4.389999	0	3	100	0	4	0.2572112	0.8353019	157.8332	
11:53:57	0	0	0	0.8428854	-30.55561	0	3	100	0	4	0.2904083	0.9146155	157.9084	
11:53:59	0	0	0	1.08069	21.28031	0	3	100	0	4	0.3176066	0.9204933	158.0149	
11:54:00	0	0	0	0.8217472	-8.578907	0	3	100	0	4	0.2765606	0.8940146	158.0923	
11:54:02	0	0	0	1.083332	9.537319	0	3	100	0	4	0.2951704	0.9421697	158.1715	
11:54:04	0	0	0	0.6156498	-24.4777	0	3	100	0	4	0.3029755	0.9329641	158.1967	
11:54:05	0	0	0	0.7741863	4.323349	0	3	100	0	4	0.2786372	0.9030031	158.2008	
11:54:07	0	0	0	0.9300804	-10.40002	0	3	100	0	4	0.2931006	0.8976701	158.2186	
11:54:09	0	0	0	0.8772349	1.250679	0	3	100	0	4	0.2421484	0.8950365	158.222	
11:54:10	0	0	0	1.035771	8.162184	0	3	100	0	4	0.2316809	0.9873842	158.1862	
11:54:12	0	0	0	1.122966	10.28104	0	3	100	0	4	0.2449777	0.9135643	158.1753	
