Date	Latitude(deg) 	Longitude(deg)	hamsl(m)	hafl(m)	climbrate(cm/s)	GroundSpeed(m/s)	Airspeed(m/s)	Mav_Link(%)	Rssi_Link(%)	Throttle	Roll(deg)	Pitch(deg)	Yaw(deg)
10:13:06	-6.733737	38.95368	114.552	0	0	0.47	0	100	0	0	4.74411	-3.139066	-126.7134	
10:13:06	-6.733712	38.95368	122.104	1.751205	-3.024326	0.37	3	100	0	6	5.513383	-3.192435	-126.7853	
10:13:06	-6.733711	38.95368	121.988	1.68751	-7.739597	0.03	3	100	0	6	5.587377	-3.423233	-126.6221	
10:13:06	-6.73371	38.95368	121.751	1.573183	-15.12502	0.08	3	100	0	6	5.317018	-3.594355	-126.5318	
10:13:07	-6.73371	38.95368	121.576	1.429969	-23.66649	0.39	3	100	0	6	5.405682	-3.508681	-126.5299	
10:13:07	-6.733709	38.95369	121.554	1.527898	-18.1723	0.25	3	100	0	6	5.616833	-3.466562	-126.5329	
10:13:07	-6.733708	38.95369	121.546	1.766994	-5.913818	0.09	3	100	0	6	5.295553	-3.637928	-126.4361	
10:13:07	-6.733708	38.95368	121.879	1.960675	3.454783	0.13	3	100	0	6	4.971091	-3.682024	-126.3607	
10:13:07	-6.733709	38.95368	122.426	2.154526	10.8431	0.26	3	100	0	6	5.098997	-3.711792	-126.3809	
10:13:08	-6.733708	38.95368	122.864	2.218132	10.87652	0.02	3	100	0	5	5.036923	-3.636286	-126.3587	
10:13:08	-6.733708	38.95368	123.038	2.167774	5.08343	0.12	3	100	0	6	4.82469	-3.430221	-126.3657	
10:13:08	-6.733708	38.95368	123.323	2.135922	0.9687517	0.08	3	100	0	6	4.769345	-3.451416	-126.2208	
10:13:08	-6.733709	38.95368	123.489	2.131863	-1.109087	0.07	3	100	0	6	4.733747	-3.51457	-126.2249	
10:13:08	-6.733709	38.95368	123.805	2.12448	-3.670861	0.19	3	100	0	6	4.647521	-3.459046	-126.262	
10:13:09	-6.73371	38.95368	124.438	2.115492	-5.801294	0.18	3	100	0	6	4.555985	-3.437633	-126.2969	
10:13:09	-6.73371	38.95368	124.944	2.104313	-8.038356	0.07	3	100	0	6	4.60742	-3.4322	-126.2947	
10:13:09	-6.733711	38.95368	125.231	2.104074	-8.909764	0.14	3	100	0	6	4.650959	-3.533352	-126.3089	
10:13:09	-6.733712	38.95368	125.5	2.102097	-10.21529	0.17	3	100	0	5	4.597779	-3.487742	-126.3372	
10:13:09	-6.733712	38.95368	125.757	2.0765	-12.43994	0.08	3	100	0	6	4.640915	-3.34391	-126.3974	
10:13:10	-6.733712	38.95367	125.956	2.052439	-14.21575	0.22	3	100	0	6	4.668682	-3.191095	-126.4679	
10:13:10	-6.733714	38.95367	126.085	1.981998	-18.35898	0.44	3	100	0	6	4.44991	-3.328991	-126.4117	
10:13:10	-6.733715	38.95367	126.289	1.91227	-21.4964	0.02	3	100	0	6	4.483225	-3.461384	-126.4375	
10:13:10	-6.733715	38.95367	126.462	1.870076	-23.21996	0.07	3	100	0	6	4.603472	-3.31602	-126.497	
10:13:10	-6.733715	38.95367	126.64	1.83288	-24.53369	0.22	3	100	0	6	4.521313	-3.218747	-126.5487	
10:13:11	-6.733716	38.95367	126.852	1.775918	-27.52077	0.09	3	100	0	5	4.610415	-3.270706	-126.5576	
10:13:11	-6.733717	38.95367	126.992	1.725158	-29.27698	0.11	3	100	0	6	4.752436	-3.45524	-126.5359	
10:13:11	-6.733717	38.95367	127.288	1.702008	-29.3114	0.04	3	100	0	6	4.773247	-3.409113	-126.5699	
10:13:11	-6.733718	38.95367	127.428	1.680844	-29.22039	0.14	3	100	0	6	4.718297	-3.273275	-126.6106	
10:13:11	-6.733719	38.95367	127.605	1.667752	-29.0702	0.09	3	100	0	5	4.6947	-3.227041	-126.6416	
10:13:12	-6.73372	38.95367	127.705	1.658122	-28.27584	0.08	3	100	0	6	4.645429	-3.342397	-126.5855	
10:13:12	-6.733721	38.95367	127.77	1.637645	-27.9816	0.11	3	100	0	6	4.58323	-3.442069	-126.6165	
10:13:12	-6.733722	38.95367	127.796	1.619871	-27.68712	0.13	3	100	0	6	4.5593	-3.378193	-126.6474	
10:13:12	-6.733722	38.95367	127.791	1.609632	-27.49233	0.21	3	100	0	6	4.486845	-3.300038	-126.6962	
10:13:12	-6.733723	38.95367	127.937	1.601542	-27.09674	0.24	3	100	0	6	4.401451	-3.252045	-126.6115	
10:13:13	-6.733723	38.95367	127.98	1.633363	-24.18571	0.45	3	100	0	6	4.437143	-2.945422	-126.6379	
10:13:13	-6.733724	38.95367	127.927	1.664176	-21.56082	0.26	3	100	0	6	4.486083	-2.6986	-126.7498	
10:13:13	-6.733725	38.95367	127.972	1.737622	-17.03428	0.19	3	100	0	6	4.47557	-2.94856	-126.8474	
10:13:13	-6.733727	38.95367	127.876	1.812738	-12.39433	0.37	3	100	0	6	4.339386	-3.042109	-126.8778	
10:13:13	-6.733727	38.95367	127.883	1.888405	-8.561262	0.18	3	100	0	6	4.371927	-2.952584	-126.8456	
10:13:14	-6.733728	38.95367	127.536	1.964918	-4.869609	0.17	3	100	0	6	4.526187	-3.073312	-126.9141	
10:13:14	-6.733729	38.95367	127.293	2.036348	-2.277356	0.34	3	100	0	6	4.711701	-3.084141	-126.9745	
10:13:14	-6.733729	38.95367	127.166	2.110103	0.111916	0.21	3	100	0	6	4.727991	-2.879794	-127.0359	
10:13:14	-6.733729	38.95367	127.031	2.14075	-0.04889714	0.13	3	100	0	6	4.560005	-2.918432	-126.8984	
10:13:14	-6.73373	38.95367	126.759	2.141349	-1.611437	0.17	3	100	0	6	4.498209	-3.103723	-126.944	
10:13:15	-6.733731	38.95367	126.607	2.111974	-4.231313	0.14	3	100	0	6	4.448897	-3.120061	-126.9905	
10:13:15	-6.733732	38.95367	126.534	2.065022	-8.182021	0.39	3	100	0	6	4.424257	-2.847764	-127.0705	
10:13:15	-6.733733	38.95367	127.336	2.032174	-10.53996	0.19	3	100	0	5	4.490025	-2.815427	-127.1034	
10:13:15	-6.733735	38.95367	128.258	2.007583	-12.31867	0.26	3	100	0	6	4.712275	-3.123864	-127.099	
10:13:15	-6.733735	38.95366	128.764	1.98674	-13.31526	0.04	3	100	0	6	4.708408	-3.247089	-127.1197	
10:13:16	-6.733737	38.95366	129.144	1.971753	-14.04757	0.08	3	100	0	6	4.663892	-3.143569	-127.1635	
10:13:16	-6.733737	38.95366	129.539	1.969694	-14.3699	0.29	3	100	0	6	4.555775	-2.971521	-127.2002	
10:13:16	-6.733738	38.95366	129.976	1.986271	-13.44874	0.22	3	100	0	6	4.393429	-2.891186	-127.2279	
10:13:16	-6.733739	38.95366	130.392	1.993953	-13.37772	0.22	3	100	0	6	4.55154	-3.12955	-127.2851	
10:13:16	-6.733741	38.95366	130.789	1.996014	-13.40609	0.13	3	100	0	6	4.609496	-3.205748	-127.3329	
10:13:17	-6.733742	38.95366	131.203	2.014002	-12.05278	0.12	3	100	0	6	4.46191	-3.0647	-127.3756	
10:13:17	-6.733742	38.95366	131.656	2.04545	-10.47406	0.14	3	100	0	6	4.428579	-3.022845	-127.3634	
10:13:17	-6.733743	38.95365	131.835	2.06949	-9.269099	0.19	3	100	0	6	4.423807	-2.936107	-127.3374	
10:13:17	-6.733744	38.95365	132.119	2.090502	-9.232192	0.19	3	100	0	6	4.629154	-2.869784	-127.4188	
10:13:17	-6.733744	38.95365	132.23	2.117436	-7.987127	0.19	3	100	0	6	4.667758	-2.991014	-127.4776	
