Date	Latitude(deg) 	Longitude(deg)	hamsl(m)	hafl(m)	climbrate(cm/s)	GroundSpeed(m/s)	Airspeed(m/s)	Mav_Link(%)	Rssi_Link(%)	Throttle	Roll(deg)	Pitch(deg)	Yaw(deg)
15:08:32	0	0	0	17.80612	-0.4457604	0	3	100	0	46	-0.8737263	-7.083082	119.1466	
15:08:33	0	0	0	16.98355	-26.68478	0	3	100	0	41	-0.8358799	-7.091012	119.0633	
15:08:35	0	0	0	17.83385	11.01888	0	3	100	0	37	-0.7779773	-7.120593	118.908	
15:08:37	0	0	0	17.97382	7.563411	0	3	100	0	32	-0.7758195	-7.184215	118.7215	
15:08:39	0	0	0	17.83319	-7.015861	0	3	100	0	28	-0.8592352	-7.148432	118.7024	
15:08:40	0	0	0	17.89866	-3.369504	0	3	100	0	24	-0.8343289	-7.150843	118.6944	
15:08:42	0	0	0	17.83458	-5.220782	0	3	100	0	19	-0.8400208	-7.100875	118.6621	
15:08:44	0	0	0	18.04006	1.689501	0	3	100	0	15	-0.8993862	-7.154229	118.6811	
15:08:45	0	0	0	17.93539	-4.234582	0	3	100	0	12	-0.930373	-7.160259	118.5662	
15:08:47	0	0	0	17.98266	-0.5915387	0	3	100	0	12	-0.898176	-7.193225	118.4523	
15:08:49	0	0	0	18.0178	0.5433571	0	3	100	0	12	-0.9329489	-7.237855	118.3639	
15:08:51	0	0	0	18.11317	2.629994	0	3	100	0	12	-0.9048758	-7.184448	118.2162	
15:08:52	0	0	0	18.099	-0.09583073	0	3	100	0	12	-0.898157	-7.109228	118.2204	
15:08:54	0	0	0	18.07148	-0.4025804	0	3	100	0	12	-0.931574	-7.106617	118.302	
15:08:56	0	0	0	18.31317	6.870648	0	3	100	0	12	-0.9580701	-7.118958	118.324	
15:08:57	0	0	0	18.27292	1.505255	0	3	100	0	12	-0.9574447	-7.088388	118.3656	
15:08:59	0	0	0	17.92722	-11.9168	0	3	100	0	12	-0.9626517	-7.158345	118.2782	
15:09:01	0	0	0	17.88432	-5.045171	0	3	18	0	12	-0.982212	-7.147225	118.2252	
15:09:03	0	0	0	17.93513	1.252633	0	3	20	0	12	-0.760923	-7.10284	118.3345	
15:09:04	0	0	0	18.09076	3.229617	0	3	21	0	12	-0.7489634	-7.039296	118.4433	
15:09:06	0	0	0	17.87649	-6.077538	0	3	23	0	12	-0.6983463	-7.032699	118.5703	
