Date	Latitude(deg) 	Longitude(deg)	hamsl(m)	hafl(m)	climbrate(cm/s)	GroundSpeed(m/s)	Airspeed(m/s)	Mav_Link(%)	Rssi_Link(%)	Throttle	Roll(deg)	Pitch(deg)	Yaw(deg)
13:07:23	0	0	0	-0.1146189	-9.140051	0	3	26	0	45	1.595173	-5.593542	-114.2636	
13:07:25	0	0	0	-0.3434304	-31.81097	0	3	35	0	42	1.581019	-5.646583	-114.1785	
13:07:27	0	0	0	-0.4000981	-29.93249	0	3	43	0	38	1.660276	-5.450833	-114.1353	
13:07:29	0	0	0	-0.3865286	-26.8476	0	3	49	0	35	1.667063	-5.494094	-114.1476	
13:07:30	0	0	0	-0.2130293	-18.48873	0	3	54	0	31	1.674116	-5.533677	-114.1241	
13:07:32	0	0	0	-0.3324278	-23.07404	0	3	59	0	28	1.655511	-5.627452	-114.0713	
13:07:34	0	0	0	-0.1585882	-14.91486	0	3	63	0	24	1.598253	-5.657826	-114.0667	
13:07:35	0	0	0	-0.01903514	-10.21481	0	3	67	0	21	1.625264	-5.598143	-114.0237	
13:07:37	0	0	0	-0.3444098	-25.4297	0	3	70	0	18	1.595816	-5.607741	-114.0151	
13:07:39	0	0	0	-0.4262012	-21.67825	0	3	73	0	14	1.567653	-5.612179	-113.9966	
13:07:41	0	0	0	-0.2056891	-7.793868	0	3	75	0	13	1.568337	-5.580291	-113.9526	
13:07:42	0	0	0	-0.2458463	-15.33277	0	3	77	0	13	1.554731	-5.589665	-113.9359	
13:07:44	0	0	0	-0.672869	-25.81919	0	3	79	0	13	1.603999	-5.565198	-113.9731	
13:07:46	0	0	0	-0.5387216	-8.344587	0	3	81	0	13	1.627114	-5.533032	-113.9456	
13:07:48	0	0	0	-0.519338	-7.949479	0	3	83	0	13	1.694284	-5.423248	-113.9488	
13:07:49	0	0	0	-0.5785508	-9.319488	0	3	84	0	13	1.62218	-5.485871	-113.9685	
13:07:51	0	0	0	-0.6998396	-10.14771	0	3	85	0	13	1.582051	-5.459837	-113.9536	
13:07:53	0	0	0	-0.7536208	-8.945085	0	3	87	0	13	1.61222	-5.497715	-113.992	
13:07:54	0	0	0	-0.3730969	8.0928	0	3	88	0	13	1.562161	-5.521008	-114.0079	
13:07:56	0	0	0	-0.2503723	6.793344	0	3	89	0	13	1.564361	-5.545515	-114.0133	
13:07:58	0	0	0	-0.2654782	0.2669675	0	3	89	0	13	1.6364	-5.486061	-114.0241	
